TournamentID,PlayerID,PlayerStrategy,PlayerScore,PlayerWinRate,PlayerLossRate,PlayerTieRate
4,P3,RAND,2.3400000000000003,0.3333333333333333,0.6,0.06666666666666667
4,P4,TFT,2.3793333333333333,0.5333333333333333,0.3333333333333333,0.13333333333333333
4,P5,TFTT,2.364666666666666,0.2,0.7333333333333333,0.06666666666666667
4,P6,TTFT,2.398,0.4666666666666667,0.3333333333333333,0.2
4,P7,FBF,2.29,0.3333333333333333,0.6,0.06666666666666667
4,P8,STFT,2.3706666666666663,0.4666666666666667,0.4,0.13333333333333333
4,P9,HTFT,2.2426666666666666,0.4,0.5333333333333333,0.06666666666666667
4,P10,RTFT,2.258666666666666,0.4666666666666667,0.5333333333333333,0.0
4,P11,GRIM,2.472666666666667,0.5333333333333333,0.2,0.26666666666666666
4,P12,SGRIM,2.562,0.5333333333333333,0.13333333333333333,0.3333333333333333
4,P13,GRAD,2.4406666666666665,0.4,0.26666666666666666,0.3333333333333333
4,P14,PAV,2.396666666666667,0.4666666666666667,0.4,0.13333333333333333
4,P15,SM,2.2293333333333334,0.4,0.5333333333333333,0.06666666666666667
4,P16,HM,2.322666666666666,0.5333333333333333,0.3333333333333333,0.13333333333333333
5,P1,AllC,2.376,0.06666666666666667,0.7333333333333333,0.2
5,P2,AllD,2.3819999999999997,0.6666666666666666,0.3333333333333333,0.0
5,P3,RAND,2.168,0.4,0.5333333333333333,0.06666666666666667
5,P4,TFT,2.406,0.6666666666666666,0.3333333333333333,0.0
5,P5,TFTT,2.5180000000000002,0.2,0.5333333333333333,0.26666666666666666
5,P6,TTFT,2.4106666666666663,0.4666666666666667,0.26666666666666666,0.26666666666666666
5,P7,FBF,2.5333333333333337,0.3333333333333333,0.4666666666666667,0.2
5,P8,STFT,2.2506666666666666,0.3333333333333333,0.5333333333333333,0.13333333333333333
5,P9,HTFT,2.334,0.6,0.2,0.2
5,P10,RTFT,2.2740000000000005,0.4666666666666667,0.4666666666666667,0.06666666666666667
5,P11,GRIM,2.3099999999999996,0.7333333333333333,0.2,0.06666666666666667
5,P12,SGRIM,2.3753333333333333,0.3333333333333333,0.6,0.06666666666666667
5,P13,GRAD,2.4073333333333333,0.4,0.4666666666666667,0.13333333333333333
5,P14,PAV,2.506,0.6666666666666666,0.2,0.13333333333333333
5,P15,SM,2.432666666666667,0.3333333333333333,0.6,0.06666666666666667
5,P16,HM,2.253333333333333,0.3333333333333333,0.5333333333333333,0.13333333333333333
6,P1,AllC,2.4426666666666668,0.26666666666666666,0.6666666666666666,0.06666666666666667
6,P2,AllD,2.2746666666666666,0.6666666666666666,0.3333333333333333,0.0
6,P3,RAND,2.1599999999999997,0.4666666666666667,0.5333333333333333,0.0
6,P4,TFT,2.446,0.4666666666666667,0.4666666666666667,0.06666666666666667
6,P5,TFTT,2.427333333333334,0.3333333333333333,0.6666666666666666,0.0
6,P6,TTFT,2.2099999999999995,0.4,0.4,0.2
6,P7,FBF,2.492,0.3333333333333333,0.5333333333333333,0.13333333333333333
6,P8,STFT,2.3766666666666665,0.5333333333333333,0.4666666666666667,0.0
6,P9,HTFT,2.2693333333333334,0.6,0.3333333333333333,0.06666666666666667
6,P10,RTFT,2.213333333333333,0.3333333333333333,0.6666666666666666,0.0
6,P11,GRIM,2.1373333333333333,0.4666666666666667,0.4,0.13333333333333333
6,P12,SGRIM,2.2879999999999994,0.4666666666666667,0.4666666666666667,0.06666666666666667
6,P13,GRAD,2.448,0.5333333333333333,0.26666666666666666,0.2
6,P14,PAV,2.372,0.6,0.26666666666666666,0.13333333333333333
6,P15,SM,2.522666666666667,0.3333333333333333,0.4,0.26666666666666666
6,P16,HM,2.3286666666666664,0.4666666666666667,0.4,0.13333333333333333
7,P1,AllC,2.4286666666666665,0.13333333333333333,0.5333333333333333,0.3333333333333333
7,P2,AllD,2.350666666666667,0.7333333333333333,0.26666666666666666,0.0
7,P3,RAND,2.349333333333333,0.6,0.4,0.0
7,P4,TFT,2.425333333333334,0.4666666666666667,0.4,0.13333333333333333
7,P5,TFTT,2.319333333333333,0.3333333333333333,0.6,0.06666666666666667
7,P6,TTFT,2.3513333333333333,0.4666666666666667,0.5333333333333333,0.0
7,P7,FBF,2.2520000000000002,0.13333333333333333,0.7333333333333333,0.13333333333333333
7,P8,STFT,2.333333333333333,0.5333333333333333,0.4,0.06666666666666667
7,P9,HTFT,2.294666666666666,0.7333333333333333,0.2,0.06666666666666667
7,P10,RTFT,2.304,0.5333333333333333,0.4666666666666667,0.0
7,P11,GRIM,2.4166666666666665,0.8,0.13333333333333333,0.06666666666666667
7,P12,SGRIM,2.374,0.5333333333333333,0.3333333333333333,0.13333333333333333
7,P13,GRAD,2.3180000000000005,0.4,0.5333333333333333,0.06666666666666667
7,P14,PAV,2.1666666666666665,0.4666666666666667,0.5333333333333333,0.0
7,P15,SM,2.3826666666666667,0.06666666666666667,0.9333333333333333,0.0
7,P16,HM,2.374,0.4666666666666667,0.4,0.13333333333333333
8,P1,AllC,2.5153333333333334,0.2,0.5333333333333333,0.26666666666666666
8,P2,AllD,2.240666666666667,0.5333333333333333,0.4666666666666667,0.0
8,P3,RAND,2.3293333333333335,0.7333333333333333,0.26666666666666666,0.0
8,P4,TFT,2.3200000000000003,0.4,0.4,0.2
8,P5,TFTT,2.5400000000000005,0.06666666666666667,0.7333333333333333,0.2
8,P6,TTFT,2.4299999999999997,0.6666666666666666,0.2,0.13333333333333333
8,P7,FBF,2.369333333333333,0.4666666666666667,0.4666666666666667,0.06666666666666667
8,P8,STFT,2.3253333333333335,0.4666666666666667,0.4,0.13333333333333333
8,P9,HTFT,2.2706666666666666,0.6,0.26666666666666666,0.13333333333333333
8,P10,RTFT,2.1333333333333337,0.26666666666666666,0.7333333333333333,0.0
8,P11,GRIM,2.4413333333333336,0.4666666666666667,0.26666666666666666,0.26666666666666666
8,P12,SGRIM,2.3593333333333333,0.4666666666666667,0.4666666666666667,0.06666666666666667
8,P13,GRAD,2.337333333333333,0.4666666666666667,0.4666666666666667,0.06666666666666667
8,P14,PAV,2.284666666666667,0.26666666666666666,0.6666666666666666,0.06666666666666667
8,P15,SM,2.4753333333333334,0.4,0.4666666666666667,0.13333333333333333
8,P16,HM,2.361333333333333,0.6,0.26666666666666666,0.13333333333333333
9,P1,AllC,2.3346666666666662,0.2,0.7333333333333333,0.06666666666666667
9,P2,AllD,2.21,0.4666666666666667,0.4666666666666667,0.06666666666666667
9,P3,RAND,2.4373333333333336,0.6666666666666666,0.3333333333333333,0.0
9,P4,TFT,2.3386666666666667,0.4666666666666667,0.4666666666666667,0.06666666666666667
9,P5,TFTT,2.4153333333333338,0.26666666666666666,0.5333333333333333,0.2
9,P6,TTFT,2.3519999999999994,0.5333333333333333,0.3333333333333333,0.13333333333333333
9,P7,FBF,2.433333333333334,0.3333333333333333,0.4666666666666667,0.2
9,P8,STFT,2.2473333333333327,0.3333333333333333,0.5333333333333333,0.13333333333333333
9,P9,HTFT,2.417333333333333,0.4666666666666667,0.3333333333333333,0.2
9,P10,RTFT,2.2800000000000002,0.5333333333333333,0.4,0.06666666666666667
9,P11,GRIM,2.383333333333333,0.5333333333333333,0.3333333333333333,0.13333333333333333
9,P12,SGRIM,2.384,0.4666666666666667,0.4666666666666667,0.06666666666666667
9,P13,GRAD,2.5206666666666666,0.7333333333333333,0.13333333333333333,0.13333333333333333
9,P14,PAV,2.402,0.4,0.4666666666666667,0.13333333333333333
9,P15,SM,2.3113333333333332,0.26666666666666666,0.6,0.13333333333333333
9,P16,HM,2.1340000000000003,0.4666666666666667,0.5333333333333333,0.0
10,P1,AllC,2.5093333333333327,0.06666666666666667,0.8,0.13333333333333333
10,P2,AllD,2.2680000000000002,0.8,0.06666666666666667,0.13333333333333333
10,P3,RAND,2.279333333333333,0.4666666666666667,0.5333333333333333,0.0
10,P4,TFT,2.4926666666666666,0.4666666666666667,0.26666666666666666,0.26666666666666666
10,P5,TFTT,2.3433333333333337,0.2,0.7333333333333333,0.06666666666666667
10,P6,TTFT,2.2166666666666663,0.5333333333333333,0.4666666666666667,0.0
10,P7,FBF,2.156,0.2,0.7333333333333333,0.06666666666666667
10,P8,STFT,2.214,0.4,0.5333333333333333,0.06666666666666667
10,P9,HTFT,2.3613333333333335,0.4,0.4,0.2
10,P10,RTFT,2.2393333333333336,0.5333333333333333,0.4666666666666667,0.0
10,P11,GRIM,2.344,0.7333333333333333,0.2,0.06666666666666667
10,P12,SGRIM,2.405333333333333,0.5333333333333333,0.4,0.06666666666666667
10,P13,GRAD,2.5319999999999996,0.6,0.26666666666666666,0.13333333333333333
10,P14,PAV,2.4513333333333334,0.4666666666666667,0.4666666666666667,0.06666666666666667
10,P15,SM,2.4093333333333335,0.3333333333333333,0.5333333333333333,0.13333333333333333
10,P16,HM,2.3553333333333333,0.5333333333333333,0.4,0.06666666666666667
11,P1,AllC,2.2220000000000004,0.13333333333333333,0.7333333333333333,0.13333333333333333
11,P2,AllD,2.3819999999999997,0.6,0.26666666666666666,0.13333333333333333
11,P3,RAND,2.4206666666666665,0.5333333333333333,0.4,0.06666666666666667
11,P4,TFT,2.428666666666667,0.4,0.3333333333333333,0.26666666666666666
11,P5,TFTT,2.4093333333333335,0.3333333333333333,0.5333333333333333,0.13333333333333333
11,P6,TTFT,2.454,0.5333333333333333,0.3333333333333333,0.13333333333333333
11,P7,FBF,2.506666666666667,0.4,0.4666666666666667,0.13333333333333333
11,P8,STFT,2.302666666666667,0.6,0.4,0.0
11,P9,HTFT,2.241333333333333,0.5333333333333333,0.3333333333333333,0.13333333333333333
11,P10,RTFT,2.2099999999999995,0.26666666666666666,0.6666666666666666,0.06666666666666667
11,P11,GRIM,2.3906666666666667,0.7333333333333333,0.2,0.06666666666666667
11,P12,SGRIM,2.3513333333333333,0.5333333333333333,0.4,0.06666666666666667
11,P13,GRAD,2.3200000000000003,0.4666666666666667,0.4666666666666667,0.06666666666666667
11,P14,PAV,2.418,0.4666666666666667,0.4666666666666667,0.06666666666666667
11,P15,SM,2.3360000000000003,0.13333333333333333,0.8,0.06666666666666667
11,P16,HM,2.2966666666666664,0.4666666666666667,0.3333333333333333,0.2
12,P1,AllC,2.424666666666666,0.13333333333333333,0.7333333333333333,0.13333333333333333
12,P2,AllD,2.2693333333333334,0.6,0.3333333333333333,0.06666666666666667
12,P3,RAND,2.3519999999999994,0.4,0.4666666666666667,0.13333333333333333
12,P4,TFT,2.464,0.4666666666666667,0.3333333333333333,0.2
12,P5,TFTT,2.296666666666667,0.2,0.6666666666666666,0.13333333333333333
12,P6,TTFT,2.380666666666667,0.4666666666666667,0.4666666666666667,0.06666666666666667
12,P7,FBF,2.422,0.4,0.5333333333333333,0.06666666666666667
12,P8,STFT,2.1633333333333336,0.4,0.5333333333333333,0.06666666666666667
12,P9,HTFT,2.3160000000000003,0.6666666666666666,0.26666666666666666,0.06666666666666667
12,P10,RTFT,2.1540000000000004,0.26666666666666666,0.5333333333333333,0.2
12,P11,GRIM,2.295333333333333,0.7333333333333333,0.2,0.06666666666666667
12,P12,SGRIM,2.3213333333333335,0.5333333333333333,0.3333333333333333,0.13333333333333333
12,P13,GRAD,2.4186666666666663,0.4,0.2,0.4
12,P14,PAV,2.372666666666667,0.4666666666666667,0.4,0.13333333333333333
12,P15,SM,2.431333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333
12,P16,HM,2.296666666666667,0.3333333333333333,0.4666666666666667,0.2
13,P1,AllC,2.4106666666666663,0.06666666666666667,0.7333333333333333,0.2
13,P2,AllD,2.2646666666666664,0.7333333333333333,0.26666666666666666,0.0
13,P3,RAND,2.328,0.4666666666666667,0.5333333333333333,0.0
13,P4,TFT,2.349333333333334,0.26666666666666666,0.5333333333333333,0.2
13,P5,TFTT,2.375333333333333,0.2,0.6666666666666666,0.13333333333333333
13,P6,TTFT,2.342666666666667,0.6,0.3333333333333333,0.06666666666666667
13,P7,FBF,2.3326666666666664,0.26666666666666666,0.6666666666666666,0.06666666666666667
13,P8,STFT,2.186,0.4,0.4666666666666667,0.13333333333333333
13,P9,HTFT,2.509333333333333,0.8666666666666667,0.0,0.13333333333333333
13,P10,RTFT,2.094,0.13333333333333333,0.8666666666666667,0.0
13,P11,GRIM,2.4286666666666665,0.6,0.2,0.2
13,P12,SGRIM,2.4113333333333333,0.4666666666666667,0.4,0.13333333333333333
13,P13,GRAD,2.3793333333333337,0.4666666666666667,0.3333333333333333,0.2
13,P14,PAV,2.3813333333333335,0.5333333333333333,0.4,0.06666666666666667
13,P15,SM,2.420666666666667,0.4666666666666667,0.4,0.13333333333333333
13,P16,HM,2.279333333333333,0.6,0.3333333333333333,0.06666666666666667
14,P1,AllC,2.510666666666667,0.06666666666666667,0.8,0.13333333333333333
14,P2,AllD,2.2533333333333334,0.6666666666666666,0.3333333333333333,0.0
14,P3,RAND,2.402,0.6666666666666666,0.26666666666666666,0.06666666666666667
14,P4,TFT,2.376666666666666,0.5333333333333333,0.4,0.06666666666666667
14,P5,TFTT,2.366,0.13333333333333333,0.8,0.06666666666666667
14,P6,TTFT,2.3659999999999997,0.8666666666666667,0.13333333333333333,0.0
14,P7,FBF,2.2826666666666666,0.5333333333333333,0.4666666666666667,0.0
14,P8,STFT,2.3680000000000003,0.6,0.3333333333333333,0.06666666666666667
14,P9,HTFT,2.2846666666666664,0.3333333333333333,0.5333333333333333,0.13333333333333333
14,P10,RTFT,2.246,0.5333333333333333,0.4666666666666667,0.0
14,P11,GRIM,2.3746666666666667,0.5333333333333333,0.26666666666666666,0.2
14,P12,SGRIM,2.238,0.2,0.6,0.2
14,P13,GRAD,2.4426666666666668,0.4,0.4666666666666667,0.13333333333333333
14,P14,PAV,2.358,0.3333333333333333,0.4666666666666667,0.2
14,P15,SM,2.4493333333333336,0.4666666666666667,0.4666666666666667,0.06666666666666667
14,P16,HM,2.3746666666666667,0.4666666666666667,0.5333333333333333,0.0
15,P1,AllC,2.492,0.2,0.6666666666666666,0.13333333333333333
15,P2,AllD,2.2373333333333334,0.8666666666666667,0.13333333333333333,0.0
15,P3,RAND,2.232666666666667,0.6,0.4,0.0
15,P4,TFT,2.4166666666666665,0.3333333333333333,0.5333333333333333,0.13333333333333333
15,P5,TFTT,2.3846666666666665,0.0,0.6666666666666666,0.3333333333333333
15,P6,TTFT,2.364,0.4,0.4666666666666667,0.13333333333333333
15,P7,FBF,2.5213333333333328,0.4,0.3333333333333333,0.26666666666666666
15,P8,STFT,2.3926666666666665,0.5333333333333333,0.26666666666666666,0.2
15,P9,HTFT,2.4179999999999997,0.5333333333333333,0.13333333333333333,0.3333333333333333
15,P10,RTFT,2.2793333333333337,0.5333333333333333,0.4666666666666667,0.0
15,P11,GRIM,2.424,0.8,0.13333333333333333,0.06666666666666667
15,P12,SGRIM,2.4013333333333335,0.4666666666666667,0.4,0.13333333333333333
15,P13,GRAD,2.408666666666667,0.2,0.5333333333333333,0.26666666666666666
15,P14,PAV,2.321333333333333,0.26666666666666666,0.5333333333333333,0.2
15,P15,SM,2.373333333333333,0.2,0.6,0.2
15,P16,HM,2.442666666666667,0.4,0.4666666666666667,0.13333333333333333
16,P1,AllC,2.5566666666666666,0.2,0.4,0.4
16,P2,AllD,2.2773333333333334,0.7333333333333333,0.26666666666666666,0.0
16,P3,RAND,2.4040000000000004,0.6,0.4,0.0
16,P4,TFT,2.3299999999999996,0.3333333333333333,0.4666666666666667,0.2
16,P5,TFTT,2.4320000000000004,0.06666666666666667,0.6666666666666666,0.26666666666666666
16,P6,TTFT,2.400666666666667,0.5333333333333333,0.26666666666666666,0.2
16,P7,FBF,2.3953333333333333,0.6,0.3333333333333333,0.06666666666666667
16,P8,STFT,2.138,0.4,0.5333333333333333,0.06666666666666667
16,P9,HTFT,2.374666666666666,0.4666666666666667,0.4,0.13333333333333333
16,P10,RTFT,2.1733333333333333,0.4666666666666667,0.5333333333333333,0.0
16,P11,GRIM,2.25,0.6,0.3333333333333333,0.06666666666666667
16,P12,SGRIM,2.3646666666666665,0.26666666666666666,0.5333333333333333,0.2
16,P13,GRAD,2.3173333333333335,0.2,0.5333333333333333,0.26666666666666666
16,P14,PAV,2.3926666666666656,0.5333333333333333,0.4,0.06666666666666667
16,P15,SM,2.4566666666666666,0.4,0.4,0.2
16,P16,HM,2.2686666666666664,0.5333333333333333,0.4666666666666667,0.0
17,P1,AllC,2.4113333333333333,0.2,0.7333333333333333,0.06666666666666667
17,P2,AllD,2.4066666666666663,0.8666666666666667,0.06666666666666667,0.06666666666666667
17,P3,RAND,2.3333333333333335,0.5333333333333333,0.4666666666666667,0.0
17,P4,TFT,2.317333333333333,0.26666666666666666,0.5333333333333333,0.2
17,P5,TFTT,2.296,0.06666666666666667,0.8666666666666667,0.06666666666666667
17,P6,TTFT,2.4173333333333336,0.7333333333333333,0.26666666666666666,0.0
17,P7,FBF,2.298666666666667,0.26666666666666666,0.6,0.13333333333333333
17,P8,STFT,2.192,0.3333333333333333,0.5333333333333333,0.13333333333333333
17,P9,HTFT,2.335333333333333,0.6,0.3333333333333333,0.06666666666666667
17,P10,RTFT,2.3,0.4666666666666667,0.5333333333333333,0.0
17,P11,GRIM,2.2466666666666666,0.6666666666666666,0.2,0.13333333333333333
17,P12,SGRIM,2.4359999999999995,0.8,0.2,0.0
17,P13,GRAD,2.2820000000000005,0.2,0.4666666666666667,0.3333333333333333
17,P14,PAV,2.344666666666667,0.5333333333333333,0.26666666666666666,0.2
17,P15,SM,2.4066666666666663,0.26666666666666666,0.6666666666666666,0.06666666666666667
17,P16,HM,2.2133333333333334,0.4666666666666667,0.5333333333333333,0.0
18,P1,AllC,2.482,0.06666666666666667,0.8,0.13333333333333333
18,P2,AllD,2.304,0.6,0.4,0.0
18,P3,RAND,2.272,0.4666666666666667,0.4666666666666667,0.06666666666666667
18,P4,TFT,2.464,0.4666666666666667,0.4,0.13333333333333333
18,P5,TFTT,2.369333333333333,0.26666666666666666,0.5333333333333333,0.2
18,P6,TTFT,2.2879999999999994,0.6666666666666666,0.3333333333333333,0.0
18,P7,FBF,2.268666666666667,0.4,0.4666666666666667,0.13333333333333333
18,P8,STFT,2.2813333333333334,0.6,0.4,0.0
18,P9,HTFT,2.3200000000000003,0.6,0.3333333333333333,0.06666666666666667
18,P10,RTFT,2.3366666666666664,0.6,0.4,0.0
18,P11,GRIM,2.4733333333333336,0.8666666666666667,0.0,0.13333333333333333
18,P12,SGRIM,2.3473333333333333,0.3333333333333333,0.4666666666666667,0.2
18,P13,GRAD,2.538666666666666,0.4666666666666667,0.13333333333333333,0.4
18,P14,PAV,2.1280000000000006,0.2,0.6666666666666666,0.13333333333333333
18,P15,SM,2.502,0.06666666666666667,0.5333333333333333,0.4
18,P16,HM,2.3600000000000003,0.26666666666666666,0.6,0.13333333333333333
19,P1,AllC,2.2319999999999998,0.0,0.8666666666666667,0.13333333333333333
19,P2,AllD,2.2946666666666666,0.6666666666666666,0.3333333333333333,0.0
19,P3,RAND,2.322666666666666,0.4666666666666667,0.5333333333333333,0.0
19,P4,TFT,2.4326666666666665,0.4,0.4,0.2
19,P5,TFTT,2.4360000000000004,0.2,0.6,0.2
19,P6,TTFT,2.230666666666666,0.6,0.4,0.0
19,P7,FBF,2.1959999999999997,0.2,0.6666666666666666,0.13333333333333333
19,P8,STFT,2.216666666666667,0.4666666666666667,0.5333333333333333,0.0
19,P9,HTFT,2.3620000000000005,0.6666666666666666,0.26666666666666666,0.06666666666666667
19,P10,RTFT,2.2419999999999995,0.4,0.5333333333333333,0.06666666666666667
19,P11,GRIM,2.3133333333333335,0.7333333333333333,0.2,0.06666666666666667
19,P12,SGRIM,2.3713333333333333,0.5333333333333333,0.4,0.06666666666666667
19,P13,GRAD,2.4866666666666664,0.4666666666666667,0.3333333333333333,0.2
19,P14,PAV,2.3666666666666667,0.5333333333333333,0.4,0.06666666666666667
19,P15,SM,2.3753333333333333,0.13333333333333333,0.7333333333333333,0.13333333333333333
19,P16,HM,2.375333333333333,0.8666666666666667,0.13333333333333333,0.0
20,P1,AllC,2.4379999999999997,0.06666666666666667,0.7333333333333333,0.2
20,P2,AllD,2.2493333333333334,0.6666666666666666,0.3333333333333333,0.0
20,P3,RAND,2.4179999999999997,0.6,0.3333333333333333,0.06666666666666667
20,P4,TFT,2.358,0.5333333333333333,0.4,0.06666666666666667
20,P5,TFTT,2.3953333333333333,0.2,0.5333333333333333,0.26666666666666666
20,P6,TTFT,2.4366666666666665,0.4666666666666667,0.4,0.13333333333333333
20,P7,FBF,2.3599999999999994,0.13333333333333333,0.7333333333333333,0.13333333333333333
20,P8,STFT,2.3493333333333335,0.4666666666666667,0.3333333333333333,0.2
20,P9,HTFT,2.3160000000000003,0.5333333333333333,0.3333333333333333,0.13333333333333333
20,P10,RTFT,2.1199999999999997,0.3333333333333333,0.6666666666666666,0.0
20,P11,GRIM,2.4173333333333336,0.6666666666666666,0.2,0.13333333333333333
20,P12,SGRIM,2.3126666666666664,0.4666666666666667,0.3333333333333333,0.2
20,P13,GRAD,2.3906666666666667,0.5333333333333333,0.4,0.06666666666666667
20,P14,PAV,2.3,0.5333333333333333,0.3333333333333333,0.13333333333333333
20,P15,SM,2.342,0.5333333333333333,0.4666666666666667,0.0
20,P16,HM,2.3466666666666662,0.4,0.6,0.0
21,P1,AllC,2.5653333333333332,0.2,0.6666666666666666,0.13333333333333333
21,P2,AllD,2.272,0.6666666666666666,0.3333333333333333,0.0
21,P3,RAND,2.2486666666666664,0.6,0.4,0.0
21,P4,TFT,2.3586666666666667,0.3333333333333333,0.4,0.26666666666666666
21,P5,TFTT,2.3680000000000003,0.13333333333333333,0.8,0.06666666666666667
21,P6,TTFT,2.3506666666666667,0.26666666666666666,0.6666666666666666,0.06666666666666667
21,P7,FBF,2.3040000000000003,0.2,0.6,0.2
21,P8,STFT,2.316666666666667,0.5333333333333333,0.3333333333333333,0.13333333333333333
21,P9,HTFT,2.3413333333333335,0.7333333333333333,0.13333333333333333,0.13333333333333333
21,P10,RTFT,2.2833333333333328,0.7333333333333333,0.26666666666666666,0.0
21,P11,GRIM,2.2386666666666666,0.6,0.3333333333333333,0.06666666666666667
21,P12,SGRIM,2.317999999999999,0.3333333333333333,0.5333333333333333,0.13333333333333333
21,P13,GRAD,2.384666666666666,0.5333333333333333,0.3333333333333333,0.13333333333333333
21,P14,PAV,2.376,0.4,0.3333333333333333,0.26666666666666666
21,P15,SM,2.480666666666667,0.2,0.6666666666666666,0.13333333333333333
21,P16,HM,2.4399999999999995,0.6666666666666666,0.3333333333333333,0.0
22,P1,AllC,2.418,0.2,0.8,0.0
22,P2,AllD,2.3033333333333332,0.6666666666666666,0.3333333333333333,0.0
22,P3,RAND,2.344666666666667,0.5333333333333333,0.4,0.06666666666666667
22,P4,TFT,2.3893333333333335,0.4,0.4666666666666667,0.13333333333333333
22,P5,TFTT,2.3873333333333333,0.26666666666666666,0.6666666666666666,0.06666666666666667
22,P6,TTFT,2.352,0.6,0.26666666666666666,0.13333333333333333
22,P7,FBF,2.404666666666666,0.3333333333333333,0.5333333333333333,0.13333333333333333
22,P8,STFT,2.3426666666666667,0.6,0.4,0.0
22,P9,HTFT,2.3486666666666665,0.6,0.26666666666666666,0.13333333333333333
22,P10,RTFT,2.152,0.4,0.6,0.0
22,P11,GRIM,2.2839999999999994,0.8,0.2,0.0
22,P12,SGRIM,2.3699999999999997,0.5333333333333333,0.4,0.06666666666666667
22,P13,GRAD,2.57,0.3333333333333333,0.5333333333333333,0.13333333333333333
22,P14,PAV,2.287333333333333,0.4,0.5333333333333333,0.06666666666666667
22,P15,SM,2.3799999999999994,0.26666666666666666,0.6666666666666666,0.06666666666666667
